net,max_min,seed,nb_inequalities,nb_trips,def_nb_veh_D0,def_nb_veh_D1,def_obj_val,def_sol_time,def_col_gen_iter,def_tot_mem_use,ineq_nb_veh_D0,ineq_nb_veh_D1,ineq_obj_val,ineq_sol_time,ineq_col_gen_iter,ineq_tot_mem_use,model_acc
3b,2p5,36,538,1069,0.0,63.9969,71469.73,1001.7,165,77.098,0.0,62.997,70259.01,621.2,122,77.802,0.8764644311142872
3b,2p5,37,462,903,0.0,53.9973,60632.38,1128.3,233,51.959,0.0,51.9972,58751.07,441.4,157,54.131,0.9016788654693059
3b,2p5,38,470,934,0.0,63.9969,70813.8,252.2,121,59.738,0.0,62.997,69677.89,208.5,113,59.988,0.9569759722186758
3b,2p5,39,421,865,0.0,55.997,62523.87,224.3,120,51.225,0.0,55.997,62325.83,156.6,114,52.443,0.9300241990363107
3b,2p5,40,418,831,0.0,55.9968,62325.84,733.1,217,48.001,0.0,54.3302,60676.83,162.1,121,49.205,0.925814587336463
3b,2p5,41,408,895,0.0,50.9973,57372.35,632.0,185,65.096,0.0,50.9972,57068.18,553.6,169,56.167,0.9221979665646353
3b,2p5,42,398,849,0.0,48.9977,54918.63,322.5,164,53.617,0.0,48.9977,54812.55,435.9,180,52.156,0.9222298360244371
3b,2p5,43,406,837,0.0,48.9971,55412.12,237.9,136,51.997,0.0,46.9973,53314.33,239.2,140,52.724,0.8911411102007711
3b,2p5,44,449,777,0.0,57.9974,64372.5,778.1,238,44.96,0.0,57.9973,64175.33,164.3,133,44.922,0.9192187409993738
3b,2p5,45,451,867,0.0,57.9971,64460.13,1257.8,284,57.34,0.0,57.9971,64150.13,355.6,149,54.895,0.916774330540054
3b,2p5,46,442,866,0.0,59.9969,66755.87,539.4,172,54.169,0.0,57.997,64717.9,163.5,109,53.859,0.941886527175261
3b,2p5,47,441,912,0.0,53.9975,60044.36,581.6,186,58.013,0.0,53.9975,59859.35,250.3,127,57.914,0.9179159243870566
3b,2p5,48,461,930,0.0,59.9971,66846.01,621.5,175,56.076,0.0,58.4971,65245.96,400.7,143,58.338,0.9300703587854566
3b,2p5,49,439,897,0.0,55.997,62568.03,419.6,145,50.589,0.0,55.997,62455.99,171.0,110,54.812,0.9256694918626398
3b,2p5,50,480,916,0.0,63.9969,70735.73,503.1,165,67.844,0.0,62.9969,69549.7,236.9,119,56.696,0.9408249059890799
3b,2p5,51,437,873,0.0,55.9971,62682.07,213.2,122,56.613,0.0,55.9971,62588.04,564.4,186,58.755,0.9399464592517613
3b,2p5,52,408,775,0.0,47.9978,53681.06,856.8,306,48.479,0.0,47.9978,53540.94,137.8,120,44.483,0.9241748114142067
3b,2p5,53,441,942,0.0,53.9974,60934.4,205.5,120,56.734,0.0,53.9973,60703.22,182.6,109,57.998,0.8891174953940396
3b,2p5,54,403,802,0.0,50.9974,57192.36,222.7,139,47.359,0.0,50.9973,57062.25,147.6,110,47.639,0.9468871591875732
3b,2p5,55,430,876,0.0,49.9975,56122.45,733.6,216,62.713,0.0,49.9975,55826.43,319.4,133,57.605,0.8976397410706751
3b,2p5,56,455,932,0.0,53.9973,60602.2,200.8,127,56.31,0.0,53.9972,60432.08,227.5,119,55.757,0.8953685280894829
3b,2p5,57,416,820,0.0,50.9974,57036.56,156.6,133,48.864,0.0,50.9973,56905.01,173.2,129,51.498,0.9327637209127257
3b,2p5,58,413,883,0.0,47.9978,54044.68,4442.4,484,57.393,0.0,47.9976,53960.42,209.7,129,56.189,0.9212917465364391
3b,2p5,59,380,784,0.0,47.9979,53952.95,452.0,184,45.262,0.0,44.998,51206.99,144.8,119,48.252,0.910895510118674
3b,2p5,60,377,743,0.0,48.9975,54748.68,345.6,196,42.599,0.0,48.9975,54616.63,102.9,113,44.158,0.9403426674026865
3b,2p5,61,384,774,0.0,45.9978,51438.89,231.5,149,45.928,0.0,45.9978,51274.88,128.1,116,49.863,0.9083111636709489
3b,2p5,62,409,838,0.0,41.9977,48188.87,156.7,133,57.294,0.0,41.9976,47985.45,146.1,112,51.459,0.9019759355337233
3b,2p5,63,497,898,0.0,57.9972,64510.18,407.7,159,56.378,0.0,57.997,64299.97,325.7,147,56.265,0.92318784501165
3b,2p5,64,404,840,0.0,47.9974,54292.44,247.6,142,49.954,0.0,47.9973,54146.23,196.5,117,56.258,0.9119697559165891
3b,2p5,65,485,931,0.0,63.997,70955.9,282.9,125,54.721,0.0,62.9969,69761.7,207.1,113,61.047,0.9327120623617976
3b,2p5,66,432,878,0.0,55.9969,62463.95,601.9,164,58.498,0.0,55.9969,62287.86,193.0,111,52.163,0.9419862472419043
3b,2p5,67,427,883,0.0,47.9974,54300.52,164.9,119,55.084,0.0,46.9973,53163.99,247.2,127,51.936,0.9204156855320609
3b,2p5,68,427,884,0.0,49.9975,56270.42,1842.1,338,51.755,0.0,49.9975,56132.42,230.3,130,51.376,0.9277743230089084
3b,2p5,69,416,919,0.0,39.9981,46757.22,901.3,197,65.875,0.0,39.998,46493.0,926.7,204,66.874,0.8473483819837395
3b,2p5,70,413,807,0.0,50.9975,57134.46,193.4,134,50.355,0.0,47.9975,54540.21,351.4,162,50.999,0.9403119041560497
3b,2p5,71,446,795,0.0,55.9972,62452.2,1371.1,258,50.068,0.0,53.9972,60394.13,266.1,158,52.391,0.9195726065056256
3b,2p5,73,405,806,0.0,47.9976,54104.44,221.2,139,49.175,0.0,47.9974,53900.34,152.8,119,50.022,0.9231605434612149
3b,2p5,74,447,783,0.0,53.9976,60036.64,120.6,111,45.452,0.0,53.9976,59813.63,273.7,152,48.418,0.9388771276773235
3b,2p5,75,431,883,0.0,53.9974,60568.17,1272.5,261,54.865,0.0,53.9974,60454.19,173.2,108,51.293,0.9237717325082118
3b,2p5,76,431,850,0.0,55.9971,62288.04,319.2,151,52.739,0.0,53.9972,60250.21,343.8,156,54.086,0.9422312713905437
3b,2p5,77,428,873,0.0,50.9972,57600.27,208.2,127,56.886,0.0,50.9971,57433.75,189.0,113,56.999,0.9111222940015582
3b,2p5,78,482,933,0.0,53.9974,60948.24,283.1,126,57.937,0.0,53.9974,60778.18,221.6,117,60.442,0.9029579705457161
3b,2p5,79,473,858,0.0,63.9968,70863.71,368.1,143,54.934,0.0,62.9967,69748.76,135.2,107,49.84,0.9384730596119606
3b,2p5,80,404,823,0.0,50.9975,56864.73,430.3,188,45.799,0.0,50.9974,56724.49,210.0,132,56.583,0.906743170439704
3b,2p5,81,489,928,0.0,63.9969,71011.83,347.4,130,52.451,0.0,63.9969,70810.41,181.3,113,55.508,0.9328669341858498
3b,2p5,82,406,761,0.0,50.9975,57108.64,201.1,157,43.863,0.0,50.9975,57013.06,110.1,112,45.036,0.9351584985866558
3b,2p5,83,423,801,0.0,50.9975,57244.67,281.3,149,48.115,0.0,50.9975,57093.64,113.0,108,46.783,0.9177340575742731
3b,2p5,84,414,931,0.0,53.9973,60364.2,278.2,131,57.21,0.0,53.9973,60225.77,505.6,149,70.553,0.913809962692407
3b,2p5,85,440,823,0.0,55.9967,62101.7,1111.0,314,49.311,0.0,54.9967,61065.68,362.0,178,53.579,0.9311579063027008
3b,2p5,86,417,836,0.0,53.9971,59994.21,227.9,141,46.465,0.0,50.4971,56674.19,224.8,137,49.031,0.9211114821118812
3b,2p5,87,402,807,0.0,53.9974,60164.34,205.0,132,51.483,0.0,53.9972,60035.57,126.7,117,47.873,0.9287122759547621
3b,2p5,88,398,855,0.0,45.9974,52682.24,609.6,189,54.04,0.0,45.9974,52448.29,160.8,116,50.62,0.9180270943927545
3b,2p5,89,457,793,0.0,56.9972,63052.27,432.2,184,45.285,0.0,56.9971,62972.16,257.6,150,49.644,0.929371612054293
3b,2p5,90,432,858,0.0,53.9972,60348.15,486.8,176,52.557,0.0,53.9971,60235.24,189.9,131,52.11,0.9390511657625378
3b,2p5,91,419,813,0.0,53.9974,60146.49,336.6,150,47.835,0.0,53.9974,60050.38,125.6,115,49.606,0.9448834183298706
3b,2p5,92,480,903,0.0,57.9972,64432.16,229.8,124,56.091,0.0,57.9972,64222.75,234.5,128,56.583,0.9469422107665963
3b,2p5,93,463,797,0.0,57.9971,64326.12,158.0,128,46.201,0.0,57.9971,64045.12,117.4,103,47.586,0.9372073925597577
3b,2p5,95,473,831,0.0,56.9968,63655.96,1656.4,298,47.487,0.0,56.9968,63461.08,209.1,139,50.877,0.9101879951767058
3b,2p5,96,406,774,0.0,50.9977,56986.89,522.3,191,48.191,0.0,50.9977,56870.81,111.1,114,44.536,0.929169547806661
3b,2p5,97,426,868,0.0,55.9969,63123.68,8045.1,520,60.201,0.0,55.9968,62883.69,291.9,137,60.829,0.906017828367262
3b,2p5,98,425,808,0.0,53.9973,60308.36,293.6,145,50.711,0.0,53.9972,60208.19,243.0,142,51.241,0.9364365775549987
3b,2p5,99,446,875,0.0,58.9972,65420.13,1983.4,293,57.287,0.0,58.997,65169.0,167.7,110,52.754,0.9197698476177546
3b,2p5,100,428,901,0.0,55.9968,62819.75,328.4,140,54.04,0.0,55.9968,62689.74,336.3,136,61.729,0.9372402598322366
3b,2p5,101,357,808,0.0,47.9977,53896.73,258.7,156,49.803,0.0,47.9977,53646.69,239.0,146,57.196,0.8979781308025583
3b,2p5,102,440,882,0.0,56.9972,63428.24,975.8,227,53.813,0.0,56.9972,63314.16,179.8,120,51.013,0.9350441920200262
3b,2p5,103,435,861,0.0,49.9976,56358.55,511.7,183,53.034,0.0,49.9975,56206.97,269.3,144,53.541,0.9242868593228658
3b,2p5,104,385,721,0.0,45.9975,51944.75,270.8,165,44.968,0.0,44.9976,50843.31,83.4,102,41.35,0.9214573653628585
3b,2p5,105,397,795,0.0,48.9976,55058.86,164.3,132,45.111,0.0,48.9976,54784.73,148.2,124,49.946,0.9192911991836334
3b,2p5,106,487,912,0.0,59.9971,66773.9,474.6,146,55.644,0.0,59.9971,66557.92,295.9,126,61.441,0.9381277790842939
3b,2p5,107,469,859,0.0,56.9972,63146.19,292.1,149,48.41,0.0,56.9972,62982.16,220.8,128,52.209,0.94367176527941
3b,2p5,108,403,764,0.0,53.9974,59808.54,250.2,159,45.293,0.0,53.9974,59659.54,117.3,114,46.481,0.9320972695875913
3b,2p5,109,454,880,0.0,47.9977,54628.72,701.3,199,55.675,0.0,47.9976,54327.06,383.9,155,56.174,0.8668427576261389
3b,2p5,110,431,857,0.0,53.9973,60124.26,397.3,161,53.556,0.0,53.9973,60024.23,167.9,113,51.808,0.9264574650956718
3b,2p5,111,434,881,0.0,55.997,62638.0,461.5,165,59.3,0.0,55.9969,62505.91,196.4,120,54.267,0.9289271528224453
3b,2p5,112,460,858,0.0,57.9972,64194.22,338.7,155,49.114,0.0,57.9969,64013.93,141.9,109,50.468,0.9366947594238431
3b,2p5,113,455,797,0.0,56.9974,62972.53,502.7,225,46.965,0.0,56.9973,62800.36,185.9,146,48.637,0.9143413126427777
3b,2p5,114,447,850,0.0,53.9971,60543.99,726.4,204,48.917,0.0,53.9971,60306.15,218.3,134,49.924,0.9187079102000114
3b,2p5,115,433,916,0.0,48.9977,55282.63,21901.3,917,60.768,0.0,48.9975,55013.96,267.1,129,57.839,0.9084869742891197
3b,2p5,116,483,856,0.0,56.9973,63256.4,325.7,160,49.961,0.0,56.9973,63087.83,152.8,109,55.213,0.9245568841554846
3b,2p5,117,425,856,0.0,41.9979,48656.84,183.0,127,52.368,0.0,41.9978,48352.69,179.3,118,52.776,0.9051118841909422
3b,2p5,118,466,852,0.0,53.9974,60374.38,202.9,128,55.032,0.0,53.9974,60199.24,164.5,108,53.458,0.9253636849437645
3b,2p5,119,408,815,0.0,47.9977,54366.72,225.3,134,46.019,0.0,47.9976,54147.14,183.8,117,47.078,0.9106771850347575
3b,2p5,120,415,909,0.0,47.9978,54264.86,291.2,145,56.257,0.0,47.9977,54068.69,232.0,137,62.44,0.9068443895264295
3b,2p5,122,409,823,0.0,47.9977,54212.7,643.4,238,48.387,0.0,47.9974,53966.45,186.8,130,50.158,0.8887537807569689
3b,2p5,123,442,866,0.0,53.9972,60866.31,423.8,157,51.399,0.0,53.9972,60602.22,192.2,117,48.728,0.8817883048322123
3b,2p5,124,426,771,0.0,51.9975,58020.52,1388.7,358,49.311,0.0,51.9975,57864.93,579.6,267,52.005,0.9365191898675966
3b,2p5,125,411,823,0.0,47.9976,54522.73,44683.0,597,53.579,0.0,45.331,52221.75,138.9,115,48.41,0.9125946829050943
3b,2p5,126,386,815,0.0,47.9977,54164.72,1102.7,302,49.137,0.0,47.9976,54002.21,171.8,123,52.444,0.9058514752531178
3b,2p5,127,426,789,0.0,56.9975,63240.53,781.5,267,46.095,0.0,56.9975,63148.48,335.2,167,52.709,0.9346395052430334
3b,2p5,128,444,838,0.0,50.9971,57276.17,297.6,152,51.271,0.0,50.997,57091.47,255.7,127,58.097,0.915269974790557
3b,2p5,129,450,834,0.0,51.9971,58701.95,2180.5,333,50.522,0.0,51.9971,58401.0,220.4,146,51.74,0.9041853792923571
3b,2p5,130,503,961,0.0,63.9969,71121.76,186.8,102,61.759,0.0,63.9969,70823.08,222.2,116,57.998,0.9290302949159557
3b,2p5,131,406,801,0.0,48.9974,55372.36,1077.3,289,49.417,0.0,48.9974,55177.33,165.7,130,48.826,0.9033395594201048
3b,2p5,132,418,821,0.0,45.9971,52084.18,1011.1,264,53.42,0.0,45.9971,51854.09,235.9,134,49.523,0.8891701475289461
3b,2p5,133,458,946,0.0,57.9973,64888.21,539.4,165,57.665,0.0,56.9973,63795.16,227.8,115,59.61,0.9368141572752031
3b,2p5,134,442,840,0.0,53.9971,60592.08,409.6,154,48.887,0.0,53.9971,60506.05,155.9,127,50.68,0.9337701788024957
3b,2p5,135,452,855,0.0,49.9975,55908.68,600.4,219,49.348,0.0,49.9975,55806.57,167.2,118,49.727,0.9342116832790056
3b,2p5,136,413,785,0.0,48.9979,54936.98,151.6,127,44.732,0.0,48.9978,54620.99,109.6,104,47.018,0.9394656119731682
3b,2p5,137,417,864,0.0,47.9975,54208.36,365.6,153,52.549,0.0,46.9975,53078.35,164.1,115,51.315,0.9080342116790004
3b,2p5,138,505,874,0.0,63.9969,70993.92,238.9,123,54.608,0.0,57.497,64827.33,172.6,108,55.372,0.9257074992894555
3b,2p5,139,437,893,0.0,56.9973,63472.22,320.4,155,55.1,0.0,56.9973,63328.72,227.8,136,53.208,0.9438897945689596
3b,2p5,140,431,871,0.0,45.9975,52178.48,21862.5,860,58.543,0.0,45.9975,52028.38,409.2,158,53.185,0.9072044026649966
3b,2p5,141,390,840,0.0,47.9974,54512.3,1183.4,276,50.256,0.0,47.9972,54256.16,271.8,140,52.058,0.8898945623331334
3b,2p5,142,453,834,0.0,56.9971,62818.18,332.2,187,49.31,0.0,56.9969,62689.98,174.2,120,53.995,0.9397703790965798
3b,2p5,143,482,962,0.0,57.9971,64477.96,265.3,118,68.63,0.0,57.9971,64316.84,273.9,107,62.039,0.9396154567926397
3b,2p5,144,394,859,0.0,45.9973,52356.1,437.1,169,52.004,0.0,45.9973,52086.14,476.9,162,59.474,0.9130768553126691
3b,2p5,145,437,852,0.0,53.9973,60366.17,293.3,136,52.686,0.0,52.9972,59424.04,259.8,135,58.596,0.9293226113098325
3b,2p5,146,410,781,0.0,47.9979,54112.97,494.9,214,46.473,0.0,45.4979,51644.89,141.7,120,47.533,0.8889050447065044
3b,2p5,147,435,837,0.0,53.9971,60104.09,669.1,202,53.011,0.0,53.9971,59942.11,348.2,160,53.193,0.9353145709444651
3b,2p5,148,476,847,0.0,55.9973,62220.35,432.3,177,48.66,0.0,53.9973,60188.27,409.9,190,59.164,0.9354662347183668
3b,2p5,149,394,783,0.0,47.9979,54130.92,687.2,240,50.885,0.0,47.9978,53882.78,200.6,133,47.51,0.9276421810808562
3b,2p5,150,423,838,0.0,50.9973,57346.33,1311.1,306,59.058,0.0,50.9972,57213.4,135.0,104,50.499,0.9315039089910923
3b,2p5,151,428,836,0.0,50.9973,57082.3,523.5,189,53.11,0.0,50.9973,56975.31,234.9,138,52.315,0.9449724348233267
3b,2p5,152,413,755,0.0,53.9976,60088.72,125.0,117,43.424,0.0,53.9976,59938.69,230.6,152,46.201,0.9181464097876755
3b,2p5,153,469,928,0.0,43.9977,51030.7,314.9,140,60.601,0.0,43.9977,50790.67,173.9,105,57.301,0.8900939957041796
3b,2p5,154,453,920,0.0,55.9969,62481.86,281.7,126,62.44,0.0,55.9969,62270.78,272.7,132,56.658,0.9291775831372755
3b,2p5,155,497,887,0.0,56.9972,63434.28,543.4,203,50.067,0.0,56.9971,63333.07,277.2,143,53.821,0.9146505673195984
3b,2p5,156,387,735,0.0,48.9975,54968.54,123.5,137,46.269,0.0,48.9975,54758.12,124.0,113,44.763,0.9247324071965384
3b,2p5,157,397,811,0.0,51.9973,58136.35,262.2,148,46.458,0.0,50.9974,57062.42,325.6,158,57.65,0.931739562344122
3b,2p5,158,404,850,0.0,41.9978,48274.9,177.3,135,55.508,0.0,41.9978,48078.87,169.4,120,55.145,0.8748713276429781
3b,2p5,159,422,787,0.0,47.9979,54204.85,2708.8,342,49.697,0.0,47.9979,54036.8,413.5,185,53.587,0.9089938816750663
3b,2p5,160,408,828,0.0,53.997,60346.08,280.6,157,51.263,0.0,52.9971,59356.0,245.8,133,49.894,0.9124120294393041
3b,2p5,161,375,826,0.0,45.9979,52230.9,268.1,148,52.89,0.0,45.9974,52058.45,597.5,209,52.383,0.9084241918005372
3b,2p5,162,417,807,0.0,55.9972,62216.39,362.6,178,44.71,0.0,55.9972,62072.28,134.1,120,48.039,0.922778780437291
3b,2p5,163,448,784,0.0,53.9977,60180.84,103.2,114,47.941,0.0,53.9977,59975.51,296.9,162,51.99,0.9267566709546241
3b,2p5,164,446,786,0.0,53.9975,60026.55,201.6,139,45.141,0.0,53.9974,59865.47,109.8,109,53.345,0.9418604438477536
3b,2p5,165,373,757,0.0,47.9978,53784.95,282.0,163,47.631,0.0,46.9978,52682.95,131.1,126,47.336,0.906410963758865
3b,2p5,166,431,811,0.0,56.9972,63180.22,200.3,142,46.768,0.0,56.9972,63056.17,152.8,122,48.252,0.93867948739884
3b,2p5,167,412,888,0.0,47.9973,54366.3,477.3,172,51.452,0.0,46.9974,53304.28,196.2,116,53.669,0.8972086434111917
3b,2p5,168,395,821,0.0,47.9976,54330.61,1041.5,281,48.372,0.0,47.9974,54112.47,240.6,140,55.584,0.923160322598792
3b,2p5,169,447,841,0.0,55.9969,62297.84,742.0,217,47.26,0.0,53.997,60344.89,151.1,124,49.538,0.9279361100418956
3b,2p5,170,446,794,0.0,53.9973,60168.27,290.5,159,50.545,0.0,53.9972,60094.19,117.7,111,47.313,0.9436078099236848
3b,2p5,171,408,866,0.0,55.9972,62590.17,168.7,123,50.877,0.0,54.9974,61532.35,257.3,151,51.868,0.9267283500117511
3b,2p5,172,432,896,0.0,43.9978,50448.86,702.4,193,57.476,0.0,43.9978,50192.96,245.8,126,56.817,0.8786197472201589
3b,2p5,173,426,852,0.0,50.9972,57482.23,470.8,173,46.745,0.0,50.9971,57287.13,205.8,128,52.784,0.9309059773430626
3b,2p5,174,440,856,0.0,53.9972,60832.16,352.0,155,56.19,0.0,52.9972,59680.15,171.9,108,55.229,0.9340634152158729
3b,3,0,354,749,0.0,39.9979,45497.17,145.8,141,44.483,0.0,39.9979,45405.1,128.2,125,43.923,0.9261382597840283
3b,3,1,379,631,0.0,43.998,49299.37,92.8,135,36.833,0.0,43.998,49116.27,72.8,111,38.37,0.9354163198429875
3b,3,2,355,755,0.0,35.9983,41849.54,440.4,208,44.944,0.0,35.9983,41582.44,190.7,147,50.484,0.898358245825757
3b,3,3,379,673,0.0,43.9976,49560.93,151.5,150,43.765,0.0,43.9975,49352.99,93.9,125,39.867,0.907344381588966
3b,3,4,379,727,0.0,41.9977,47844.88,220.0,167,40.904,0.0,41.9977,47669.05,98.4,110,43.794,0.9200889968162861
3b,3,5,334,680,0.0,41.9977,47306.99,329.6,213,38.936,0.0,40.4977,45716.66,75.9,107,39.519,0.9133093803990989
3b,3,6,361,745,0.0,37.9981,43835.41,136.0,144,45.89,0.0,37.9981,43636.29,149.0,134,46.882,0.9091189925055754
3b,3,7,365,721,0.0,39.9982,46115.31,233.2,175,45.626,0.0,39.9981,45903.19,106.9,120,43.787,0.8904537182274942
3b,3,8,363,704,0.0,41.9981,47523.2,220.4,175,42.402,0.0,41.9981,47388.2,91.8,113,43.258,0.9242839260391791
3b,3,9,354,683,0.0,45.9978,51833.05,75.1,108,40.367,0.0,45.9977,51690.92,70.7,103,43.031,0.9154912912942522
3b,3,10,371,737,0.0,37.9982,43647.42,154.9,154,45.565,0.0,37.9982,43516.87,160.6,142,46.2,0.9085215041695793
3b,3,11,360,668,0.0,45.9975,51496.76,319.7,222,41.971,0.0,45.9975,51382.8,135.5,143,38.884,0.9417784613485319
3b,3,12,379,690,0.0,43.9981,49335.29,106.3,138,39.64,0.0,43.9979,49218.69,82.7,101,40.775,0.9358591166346886
3b,3,13,324,660,0.0,41.998,47365.24,171.9,178,38.142,0.0,41.998,47169.25,243.8,271,42.228,0.9077274936846048
3b,3,14,368,708,0.0,47.9977,53360.83,82.5,115,41.426,0.0,47.9977,53230.31,89.1,105,40.692,0.9438998184750524
3b,3,15,359,617,0.0,39.9982,45139.62,207.9,178,34.623,0.0,38.9983,43924.2,115.2,138,38.612,0.9152642314334021
3b,3,16,363,748,0.0,41.9978,47662.84,251.4,176,43.484,0.0,40.9979,46660.41,290.8,196,50.515,0.9252412123515596
3b,3,17,397,791,0.0,41.9979,47605.17,153.3,140,46.049,0.0,41.9979,47333.12,140.6,125,47.214,0.89835550535708
3b,3,18,339,621,0.0,35.9984,41195.79,156.6,176,34.23,0.0,35.9984,41023.71,67.9,118,37.627,0.8993857853173443
3b,3,19,320,666,0.0,35.9983,41503.5,361.4,238,41.933,0.0,34.9983,40614.49,89.3,124,40.291,0.9065440946516657
3b,3,20,350,649,0.0,42.9979,48299.12,64.1,115,37.302,0.0,42.9978,48147.11,70.2,112,39.013,0.9220775300999857
3b,3,21,349,661,0.0,41.9979,47495.07,148.3,148,38.233,0.0,39.998,45485.17,174.2,185,40.117,0.9069915203757191
3b,3,22,349,735,0.0,37.9981,43865.29,281.4,182,43.84,0.0,36.998,42853.17,118.1,114,45.542,0.8707137918377451
3b,3,23,348,753,0.0,37.9982,43689.24,675.8,300,44.664,0.0,37.998,43524.25,203.1,150,43.605,0.9082870841680076
3b,3,24,342,648,0.0,39.9979,45425.2,194.6,169,36.492,0.0,39.9979,45249.2,101.0,127,40.693,0.9097743532386963
3b,3,25,399,750,0.0,35.9984,42095.61,385.8,194,44.392,0.0,35.9984,41849.84,109.1,115,47.729,0.8681368771551856
3b,3,26,331,684,0.0,35.9981,41737.37,247.2,169,41.191,0.0,34.9983,40655.56,83.6,106,42.871,0.8410606221199319
3b,3,27,337,636,0.0,39.9983,45457.51,412.8,286,38.369,0.0,39.998,45272.57,132.9,153,43.992,0.8928714198203691
3b,3,28,363,634,0.0,45.998,51809.18,129.7,148,36.591,0.0,45.9979,51720.11,59.0,100,36.992,0.9443077151487811
3b,3,29,364,753,0.0,39.9981,45209.46,634.0,290,48.35,0.0,39.9981,44969.05,302.5,173,45.497,0.8655220784191571
3b,3,30,335,658,0.0,39.9981,45169.37,193.1,177,36.764,0.0,39.9981,44945.26,159.7,148,43.78,0.9306231658437719
3b,3,31,353,699,0.0,39.9983,46127.45,307.6,212,42.508,0.0,39.9983,45906.29,113.2,119,42.758,0.8981132785135663
3b,3,32,389,726,0.0,35.9981,41901.24,114.1,129,45.005,0.0,35.9981,41616.84,154.5,132,44.717,0.8701634745076882
3b,3,33,336,708,0.0,35.9986,41579.85,346.5,203,44.71,0.0,35.9984,41463.69,201.7,162,45.777,0.8954662335263839
3b,3,34,333,637,0.0,39.998,44905.4,110.3,156,37.983,0.0,39.998,44589.39,95.6,136,38.134,0.9352230443215286
3b,3,35,374,800,0.0,39.9982,45947.36,2730.8,579,63.008,0.0,39.998,45778.47,533.3,197,52.648,0.8509668083566971
3b,3,36,441,860,0.0,43.9976,50692.63,828.0,200,63.076,0.0,43.9976,50381.27,211.8,121,52.791,0.908943713771552
3b,3,37,381,733,0.0,44.9975,50668.66,148.0,144,43.757,0.0,42.9975,48798.6,117.3,121,41.539,0.923506409095268
3b,3,38,389,775,0.0,43.9979,49577.09,474.3,213,45.186,0.0,43.9978,49491.63,379.8,175,48.842,0.9275058410087084
3b,3,39,350,737,0.0,41.998,47873.09,528.0,228,47.699,0.0,41.998,47661.43,105.2,107,44.483,0.9082351062750962
3b,3,40,383,678,0.0,43.9977,49498.96,72.3,104,39.663,0.0,43.9977,49411.88,74.4,103,39.103,0.930590824866626
3b,3,41,359,770,0.0,39.9982,46071.33,410.3,194,43.491,0.0,39.9981,45885.21,172.8,125,44.15,0.905486515533035
3b,3,42,355,728,0.0,37.9981,44001.15,1370.2,403,47.752,0.0,37.998,43797.14,266.8,155,43.507,0.9154432682147792
3b,3,43,360,684,0.0,39.9981,45543.36,116.2,140,42.039,0.0,39.998,45333.2,84.8,111,40.525,0.8999821033251041
3b,3,44,359,644,0.0,47.9974,53766.74,81.4,125,37.734,0.0,47.9974,53624.67,90.6,124,39.519,0.9222836075676678
3b,3,45,373,727,0.0,41.9976,47510.85,377.8,205,45.209,0.0,41.9976,47384.1,102.3,115,46.806,0.9181637116300867
3b,3,46,349,745,0.0,41.9981,47323.27,122.5,135,43.045,0.0,41.498,46730.16,122.0,121,44.195,0.9221864143596865
3b,3,47,387,769,0.0,39.9982,45445.44,136.6,147,47.192,0.0,39.9982,45363.43,133.3,135,48.365,0.9257829567442731
3b,3,48,366,788,0.0,39.9983,45395.5,355.1,217,49.061,0.0,39.9982,45259.31,216.3,140,54.033,0.8911205213073281
3b,3,49,393,776,0.0,41.9982,48031.31,500.9,227,46.571,0.0,40.9982,46945.74,154.9,125,48.773,0.8660909724143854
3b,3,50,372,758,0.0,43.9978,49701.0,168.9,153,43.295,0.0,43.9977,49510.93,134.9,129,47.919,0.8978936923938106
3b,3,51,396,705,0.0,43.9977,49625.02,128.3,128,41.585,0.0,43.9977,49537.19,96.8,117,42.523,0.9233844723384472
3b,3,52,345,638,0.0,38.9982,44439.49,85.0,126,36.742,0.0,38.9981,44227.41,94.1,128,37.62,0.9080344796318546
3b,3,53,355,803,0.0,39.9982,45619.56,311.5,185,47.01,0.0,39.9982,45423.47,344.5,192,46.351,0.8780370266254367
3b,3,54,365,654,0.0,41.9975,47284.74,91.2,129,36.303,0.0,38.4978,43809.49,92.6,127,37.885,0.9261679658835916
3b,3,55,375,753,0.0,37.9982,44185.3,1001.5,360,48.342,0.0,37.9982,44011.23,115.2,112,45.777,0.8850874248573434
3b,3,56,371,795,0.0,39.9983,45653.46,293.4,182,47.237,0.0,39.9983,45465.43,234.2,148,54.706,0.875910426753016
3b,3,57,376,676,0.0,43.9976,49322.93,126.0,136,39.36,0.0,43.9976,49120.53,96.6,116,44.074,0.8956479724418319
3b,3,58,371,750,0.0,37.9982,43681.5,119.3,138,44.324,0.0,37.9982,43495.4,189.3,137,46.533,0.8428628760361557
3b,3,59,318,642,0.0,35.9983,41329.56,161.0,161,37.362,0.0,35.4983,40746.52,92.9,130,39.043,0.921351143436604
3b,3,60,325,615,0.0,39.9984,44939.71,61.5,118,35.698,0.0,39.9984,44848.97,101.8,129,36.72,0.9264691840210932
3b,3,61,318,635,0.0,34.9985,40391.77,234.0,209,37.847,0.0,34.9985,40227.76,81.1,119,38.256,0.9207927422219375
3b,3,62,364,717,0.0,35.9985,41469.76,169.8,147,42.213,0.0,35.9984,41310.61,116.4,135,43.166,0.8963375030480927
3b,3,63,396,764,0.0,41.9983,47679.51,183.7,147,45.565,0.0,41.9982,47565.3,278.5,158,45.731,0.9017912364534543
